title,url,date,description,query
168 4L @LilZaki168 · Feb 28,https://x.com/LilZaki168/status/2027800896558584270,2026-02-28T17:39:43.000Z,Jugando al true skate en el mapa de macba en macba,MACBA skate
Claudia Palma @unaklaudia · Feb 16,https://x.com/unaklaudia/status/2023171263896711394,2026-02-15T23:03:12.000Z,"Consideren como ejemplo al MACBA en Barcelona, especialmente la Plaza de los Ángeles. Su arquitectura minimalista -suelo liso, planos inclinados, y escaleras amplias- lo hizo ideal para el street skate. Galería x dentro, cultura viva x fuera. Resignifiquemos el espacio público.",MACBA skate
HopefulofNFTs @HopefulofNFTs · Feb 6,https://x.com/HopefulofNFTs/status/2019679511802003477,2026-02-06T07:48:14.000Z,"Announcing ""Skate Style,"" a realistic physics-based skateboarding game from Zellah Games (led by ex-Skate City developer Daniel Zeller), featuring dual-analog foot controls for precise tricks and manuals in recreated spots like Barcelona's MACBA.A standout feature is the",MACBA skate
logicgate @thelogicalgate · Feb 6,https://x.com/thelogicalgate/status/2019581309879034109,2026-02-06T01:18:00.000Z,Hey not sure if it was intentional but is there a reason why we can only play Macba in the tutorial and not in free skate after?,MACBA skate
"CIUTAT VILLIN’ @757doofus · Dec 16, 2025",https://x.com/757doofus/status/2000834271045673365,2025-12-16T07:43:58.000Z,Im now the guy that jus shows up to MACBA to skate flatground and do 5050s and im ngl it feels nice.,MACBA skate
"SuifutoRemon @SuifutoRemon · Dec 15, 2025",https://x.com/SuifutoRemon/status/2000519126754685092,2025-12-15T10:51:42.000Z,"Llamar niños a inmigrantes ilegales que lo único que saben hacer es robar.
Le menos delictivo que hacen es ponerse con el skate molestando al resto de transeúntes.
Hace como 10 años fui por la zona del Macba con una amiga de entonces y ya estaba infestado de “amego segarro”.",MACBA skate
"MargaB @MargaBTweet · Nov 21, 2025",https://x.com/MargaBTweet/status/1991705856443060371,2025-11-21T03:10:54.000Z,"Els ""skate"" al MACBA? Deu meu.",MACBA skate
"gigi ★★⁶⁵ @neozstellar · Nov 17, 2025",https://x.com/neozstellar/status/1990349700638355477,2025-11-17T09:22:02.000Z,mv grabado en el skate park del macba,MACBA skate
"gigi ★★⁶⁵ @neozstellar · Nov 6, 2025",https://x.com/neozstellar/status/1986449776980742499,2025-11-06T15:05:07.000Z,el es tan quedamos en el macba para darle al skate pff (se caería),MACBA skate
"David Freeman @F_DaVid_A · Sep 27, 2025",https://x.com/F_DaVid_A/status/1971838499478556947,2025-09-27T07:25:07.000Z,"Mira el hilo, subnormal. He mamado Raval desde los 18 y a todos los niveles. Comía cada semana en El Fidel, he cerrado el Manchester de Joaquim muchas veces, tengo medio armario del Flamingos y me pasaba tardes enteras con el skate en el Macba...",MACBA skate
"Orangegrass @Orangegrass3 · Sep 26, 2025",https://x.com/Orangegrass3/status/1971587105274069453,2025-09-26T14:46:10.000Z,Tenim l'skate park més car del món: el MACBA.,MACBA skate
"Ministylo @ministylo89 · Sep 26, 2025",https://x.com/ministylo89/status/1971525611559731663,2025-09-26T10:41:49.000Z,Skate. no tiene errores de conexión. Esta en modo MACBA predeterminado,MACBA skate
"kedicestio @UrLocalLoy · Sep 2, 2025",https://x.com/UrLocalLoy/status/1962984900723929520,2025-09-02T21:04:05.000Z,dale un cigarro y un skate y está garchomo spawnea por macba tirándole a menores,MACBA skate
"MR.GAUGHTER @MRGAUGHTER · Sep 2, 2025",https://x.com/MRGAUGHTER/status/1962975327644483865,2025-09-02T20:26:03.000Z,Funny I got robbed in Barcelona but I’m a true skater since 2012 and Damm right I’m going back 2026 I’ll be back in Barcelona baby and I will be skating Macba !!!! Best skate spot in the fucking world !!!!!,MACBA skate
"Paul @arpeegee · Sep 2, 2025",https://x.com/arpeegee/status/1962855916581036340,2025-09-02T12:31:33.000Z,one thing I like more as a skating teenager in THPS rather than Skate was the locations. You get to travel in these games. If you could cram Macba/Carlsbad/Trocadéro/NYC banks/Venice/Bangkok... in one game it'd be very cool,MACBA skate
"Marc G @MarcG1858245377 · Aug 23, 2025",https://x.com/MarcG1858245377/status/1959166447608848723,2025-08-23T08:10:55.000Z,"Tenen la plaça dels Àngels però allò no ho tocaran perquè quatre guiris pijos facin el merda amb la skate  i els quatre paràsits del Macba fassin de artista, però que has de saber tu que no saps ni on para el Raval",MACBA skate
"chakib @farfadetsombre · Jul 23, 2025",https://x.com/farfadetsombre/status/1948056226983776271,2025-07-23T16:22:52.000Z,Rien à foutre j’achète une planche faut ABSOLUMENT que je skate à Macba une fois ds ma vie #enfin #contratbakersoon,MACBA skate
"MorcillaDel @del_morcilla · Jul 10, 2025",https://x.com/del_morcilla/status/1943417578270933425,2025-07-10T21:10:32.000Z,I played a game of skate against J.Thomas at Macba and I was getting him to the ropes and then he said he was going to skate other spots with the team. Another time Papalardo confused me with P.J.Ladd at Paralel lol me and my bruh were tripping balls over it,MACBA skate
"CIUTAT VILLIN’ @757doofus · Jun 1, 2025",https://x.com/757doofus/status/1929149702819213487,2025-06-01T12:15:05.000Z,Macba getting easier to skate. I feel good about this.,MACBA skate
"CryptHauss @PierreH2S · May 13, 2025",https://x.com/PierreH2S/status/1922051790914175002,2025-05-12T22:10:31.000Z,Ce sont des skater Français au spot de skate MACBA,MACBA skate
"@pubcsb · May 12, 2025",https://x.com/pubcsb/status/1922045317316214982,2025-05-12T21:44:48.000Z,Macba a Barcelone spot de skate,MACBA skate
"Surya and Soul @suryaandsoul · Dec 31, 2025",https://x.com/suryaandsoul/status/2006334529611391463,2025-12-31T12:00:02.000Z,"Brayan Albarenga drops a killer new Thunder Trucks part showcasing insane board control, style, and raw talent from start to finish. Check it all out here",MACBA skateboarding
"Wizard of Gnars @WizardofGnars · Jul 25, 2025",https://x.com/WizardofGnars/status/1948850776253640850,2025-07-25T21:00:07.000Z,"From EMB to Hubba Hideout, these spots shaped skateboarding history. El Toro's 20 stairs tested the bravest, while Love Park defined an era. Wallenberg, Carlsbad, and China Banks each wrote their chapters. Burnside, Brooklyn Banks, and MACBA remain sacred grounds.",MACBA skateboarding
"Trickon @TrickonSports · Apr 1, 2025",https://x.com/TrickonSports/status/1907144647136219254,2025-04-01T18:54:51.000Z,"@TransWorldSKATE
 x Magba Life: Un tributo al skateboarding en Barcelona",MACBA skateboarding
"Boardiccion_es @Boardiccion_es · Apr 1, 2025",https://x.com/Boardiccion_es/status/1907042993216881017,2025-04-01T12:10:55.000Z,"El próximo jueves 3 de abril en Barcelona (The Station Bcn,  Carrer de Sant Bertran, 14, Local 1, Ciutat Vella, 08001 Barcelona).  Video premiere … Transworld Skateboarding + Macba Life. A partir de las 20:00
#skateboarding #skateboard #Barcelona 

https://
eventos.inseguridad.org/video-premiere
-transworld-macba-life/
…",MACBA skateboarding
"El Cuñado @Leosoki · Feb 26, 2025",https://x.com/Leosoki/status/1894883197588230504,2025-02-26T22:52:14.000Z,"SAVE MACBA 
https://
chng.it/tbKJWgzG via 
@change_es
 #sk8 #skateboarding #art #architecture #skate #MACBA",MACBA skateboarding
"Boardriders @boardridersss · Feb 1, 2025",https://x.com/boardridersss/status/1885725154367492456,2025-02-01T16:21:26.000Z,"Salvemos #MACBA 

#skateboarding #skatelife #macbalife #Barcelona",MACBA skateboarding
"Boardiccion_es @Boardiccion_es · Jan 7, 2025",https://x.com/Boardiccion_es/status/1876709573731479795,2025-01-07T19:16:44.000Z,"https://
eventos.inseguridad.org/se-acabaron-la
s-5-del-macba/
…
#skateboarding #skateboard",MACBA skateboarding
"Joakim Ekström @JoakimEkstroem · Jan 2, 2025",https://x.com/JoakimEkstroem/status/1874840976000504006,2025-01-02T15:31:36.000Z,"Purgatory.. 

#sidefx #houdini #skateboarding #redshift #redshift3d #lighting #cinematography #cg #3d #leftover #macba",MACBA skateboarding
"kim @cayoteee · Oct 17, 2024",https://x.com/cayoteee/status/1846911275277996496,2024-10-17T13:48:56.000Z,"Línea en el MACBA  #skateboarding #goskateboardingday #happy #skate... 
https://
youtube.com/shorts/GZtqQVG
Tepk?si=KWPTMOWqlJF-WjOV
… via 
@YouTube",MACBA skateboarding
"_sk8r @_sk8r · Sep 16, 2024",https://x.com/_sk8r/status/1835716304361464267,2024-09-16T16:24:07.000Z,"""MACBA Back to the 4"" Contest in Barcelona, Spain | Video Recap - Australian Skateboarding 
http://
dlvr.it/TDJQR8",MACBA skateboarding
"mariosk8 @mariosk814 · Jul 21, 2024",https://x.com/mariosk814/status/1815111443869843492,2024-07-21T19:47:46.000Z,"Went to MACBA to do this 
First try 
#skateboarding",MACBA skateboarding
"Dominic Hynard @dominic_hynard · Jul 9, 2024",https://x.com/dominic_hynard/status/1810701440362373144,2024-07-09T15:43:59.000Z,"It's officially banned at night due to noise, but the guardia are known for making their own times up so the curfew is generally nighttime 


https://
catalannews.com/society-scienc
e/item/barcelona-extends-nighttime-ban-on-skateboarding-beside-macba
…",MACBA skateboarding
"Czarface @Czarface42033 · Jun 18, 2024",https://x.com/Czarface42033/status/1803181590908117467,2024-06-18T21:42:47.000Z,Check out MACBA... Not for the art but for the skateboarding,MACBA skateboarding
SEVEN ART SRL @sevenartnft · 5h,https://x.com/sevenartnft/status/2028442697527169397,2026-03-02T12:10:00.000Z,"Elvira Dyangani Ose quits MACBA after a clash with museum governance over her Abu Dhabi Public Art Biennial appointment, so Barcelona faces a leadership reset while global roles test conflict rules. Your take?",MACBA barcelona
ACAB @foko1901 · 23h,https://x.com/foko1901/status/2028178890670125167,2026-03-01T18:41:43.000Z,"Un día cualquiera caminando por el centro y llegue hasta el #MACBA, lugar mítico del sk8 mundial.
Con el tiempo el espacio ha sido reducido por obras que se vienen realizando.
Febrero 2026 #Barcelona",MACBA barcelona
Xavi Garcia @XaviGarciaVal · Feb 28,https://x.com/XaviGarciaVal/status/2027854209651986749,2026-02-28T21:11:33.000Z,"Els museus de Barcelona viuen una onada de relleus en la direcció 
https://
elperiodico.cat/ca/oci-i-cultu
ra/20260228/els-museus-barcelona-viuen-onada-127369467
… via 
@elperiodico_cat",MACBA barcelona
The New Barcelona Post @newbcnpost · Feb 28,https://x.com/newbcnpost/status/2027757180049318271,2026-02-28T14:46:00.000Z,"Així doncs, a banda d’ésser indrets per promocionar-se a nivell de pasta i aplicar les dèries personals de cadascú, diria que els museus de la ciutat haurien de repensar-se de la forma més contemporània possible. 

 
@BernatDedeu",MACBA barcelona
Macarena Achaga @macabeso101 · Feb 27,https://x.com/macabeso101/status/2027339808562192681,2026-02-27T11:07:31.000Z,"De CDMX a Barcelona:  celebró el 40 aniversario del icónico Oso de  con un recorrido por Montjuïc, una visita a CASA TOUS y una gran noche en el MACBA .",MACBA barcelona
ArticketBCN @articketBCN · Feb 21,https://x.com/articketBCN/status/2025108225360867742,2026-02-21T07:20:00.000Z,"Descobreix el 
@MACBA_Barcelona
 com mai; un recorregut per l'edifici original, els reptes de sostenibilitat i el nou projecte d'ampliació.

21/4, 7/7 i 6/10 a les 11:00
16/6, 22/9 i 3/11 a les 17:30


http://
macba.cat",MACBA barcelona
La Respuesta @larespuesta_es · Feb 20,https://x.com/larespuesta_es/status/2024962853212410347,2026-02-20T21:42:20.000Z,"- Galeristas y artistas de toda España han protestado hoy exigiendo una reducción del IVA cultural, de 21% al 10%.

 Han realizado 'sentadas' en cuatro museos: Reina Sofía (Madrid), MACBA (Barcelona), IVAM (Valencia) y Bellas Artes (Sevilla).",MACBA barcelona
Feria ARCO @FeriaArco · Feb 20,https://x.com/FeriaArco/status/2024819087348584833,2026-02-20T12:11:04.000Z,"Profesionales del arte contemporáneo catalán participarán en #ARCOmadrid, junto a instituciones y empresas privadas que impulsarán la creación con diferentes premios.


@ArtsLibris
 reunirá un año más a más de 90 editores, autores, creadores y libreros.

 
https://
ifema.es/arco/madrid",MACBA barcelona
Feria ARCO @FeriaArco · Feb 20,https://x.com/FeriaArco/status/2024819074128113965,2026-02-20T12:11:01.000Z,"Presentamos #ARCOmadrid2026 ante los medios en 
@MACBA_Barcelona
 para dar a conocer las 17 galerías catalanas que participarán en la Feria.

Participan: Maribel López, directora de ARCO, y Joana Roda Calvet, directora de Bombon Projects y miembro del Comité Organizador de ARCO.",MACBA barcelona
Luisdespachopop @despachopop · Feb 20,https://x.com/despachopop/status/2024767874846343480,2026-02-20T08:47:34.000Z,"Hacía muchos años que no para por aquí. 
@MACBA_Barcelona
 rules!",MACBA barcelona
Galería BAT @GaleriaBAT · Feb 19,https://x.com/GaleriaBAT/status/2024541718410887622,2026-02-19T17:48:54.000Z,"Nueva protesta el 20 de febrero!

• CAAC (Sevilla): 18:00 h. Puerta de Cadenas
• IVAM (Valencia): 17:00 h. Hall de entrada.
• MACBA (Barcelona): 17:00 h. Hall del museo.
• MNCARS (Madrid): 19:15 h. Acceso Sta. Isabel.

#ivaculturalya #iva #galerias #artesvisuales",MACBA barcelona
Ins Martí i Franquès @Ins_IAMF · Feb 19,https://x.com/Ins_IAMF/status/2024531963105751175,2026-02-19T17:10:08.000Z,"L’alumnat de 1r i 2n de Batxillerat d’Arts ha visitat el @cccb_barcelona i el 
@macba_barcelona
 
Han gaudit de “Rodoreda, un bosc”  i “L’art i la cultura de Panàfrica” .
Un dia envoltats de pintura, escultura, fotografia, vídeo  i la màgia de combinar imatge i literatura.",MACBA barcelona
Vedruna Àngels @vedrunaangels · Feb 19,https://x.com/vedrunaangels/status/2024517149717377191,2026-02-19T16:11:16.000Z,"I5 hem visitat els nostres veïns, el MACBA. Una visita que ens ha generat molta curiositat i ens ha agradat molt. #escolaoberta #intensament 
@MACBA_Barcelona",MACBA barcelona
cierraporfuera BCN @cxf_bcn · Feb 19,https://x.com/cxf_bcn/status/2024472807409598646,2026-02-19T13:15:04.000Z,"Fotografía: La tercera torsión / Anna Moreno hasta 5 de julio en Museo de Arte Contemporáneo de Barcelona MACBA 
http://
cierraporfuera.com/barcelona/even
to/annamoreno-laterceratorsion
…",MACBA barcelona
ArticketBCN @articketBCN · Feb 14,https://x.com/articketBCN/status/2022570755423125639,2026-02-14T07:17:00.000Z,"El 
@MACBA_Barcelona
 inaugura 2 exposicions! 

 “Anna Moreno. La tercera torsió”
 “Basel Abbas i Ruanne Abou-Rahme. Presoners de l’amor. Fins al sol de la llibertat”

Dissabte 14 de febrer a les 12:00
L’entrada és lliure",MACBA barcelona
dario @retardrawsexy · Feb 13,https://x.com/retardrawsexy/status/2022369455209103845,2026-02-13T17:57:06.000Z,i aprofito per cagar-me públicament en els tryhards de soundcloud que son Microtendencia Microtendénciez germa arribara el dia que tinguis els 30 i els teus cosins tinguin fills i feines estables i tu encara estaras a l’underground de barcelona i al macba rulant la teva mixtape,MACBA barcelona
Agenda Cultural de Catalunya @AgendaCultura · Feb 13,https://x.com/AgendaCultura/status/2022300619998965828,2026-02-13T13:23:34.000Z,"El MACBA presenta la primera exposició a l’Estat de Basel Abbas i Ruanne Abou‑Rahme, ""Presonres de l'amor. Fins al sol de la llibertat"".

 
@MACBA_Barcelona
 
 Fins al 28 de setembre de 2026",MACBA barcelona
RTVE Notícies @rtvenoticies · Feb 12,https://x.com/rtvenoticies/status/2022022762265817334,2026-02-12T18:59:28.000Z,"A Barcelona tanquen museus com el MNAC, CCCB, MACBA o el Picasso, i el Teatre Lliure i el TNC suspenen funcions pel fort vent.

 També hi ha tancaments a Lleida, Tarragona i Girona, amb danys materials al Circ Cric, sense ferits | 
@LaCostaComunica
 #ElVespre",MACBA barcelona
COMSA Corporación @comsa_corp · Feb 12,https://x.com/comsa_corp/status/2021875734197793269,2026-02-12T09:15:14.000Z,"Si quieres descubrir más proyectos de edificación desarrollados por COMSA Corporación, te invitamos a consultar nuestro catálogo completo aquí 


https://
comsa.com/wp-content/upl
oads/Catalogo-Edificacion_ESP.pdf
…",MACBA barcelona
Jordi Serracant Carré @JordiSerracant · Jan 26,https://x.com/JordiSerracant/status/2015740566152114263,2026-01-26T10:56:16.000Z,Els skaters del MACBA són guiris el més jove dels quals va fer els quaranta fa força anys.,MACBA skaters
Richard Kane @Ricard9000 · Jan 10,https://x.com/Ricard9000/status/2010069546254946308,2026-01-10T19:21:39.000Z,Al lado del Macba y el CCCB dos museos potentes en pleno Raval. En esa plaza estaban antaño los skaters ahora solo hay gente bebiendo y fumando porros,MACBA skaters
Albert Ribas @AlbertRibas85 · Jan 10,https://x.com/AlbertRibas85/status/2010034931418943681,2026-01-10T17:04:06.000Z,Avui he fet fotos als skaters del MACBA.,MACBA skaters
Albert Ribas @AlbertRibas85 · Jan 10,https://x.com/AlbertRibas85/status/2009974828460323099,2026-01-10T13:05:17.000Z,"Cervesa a la plaça d’Osca a Sants, concert a la Sala Taro. Entrepà al Conesa, la llibreria Sant Jordi, les obres de la Rambla, la Virreina. Els skaters del MACBA, l’exposició de Rodoreda al CCCB. Barcelona.",MACBA skaters
"Patricia @patgato · Dec 15, 2025",https://x.com/patgato/status/2000451460878782829,2025-12-15T06:22:49.000Z,"Al menos en esa plaza que has puesto, Laura, del MACBA, a metros de mi casa, se reúne lo más testoterónico del barrio: los skaters. Mi hija de joven intentó patinar y me contaba el machismo y el desprecio que desprendían hacia las jóvenes que iban. Ahorro adjetivos.",MACBA skaters
"Susuwatari @Susuwat64866929 · Nov 16, 2025",https://x.com/Susuwat64866929/status/1989872704351043933,2025-11-16T01:46:37.000Z,"la gente que va al MACBA, skaters, que solo sube historias de pelis, solo escucha björk y arka, y tiene la habitación llena de cds, dvds y vinilos, que sepáis que nadie os aguanta y que sois como cualquier otro gay de barna",MACBA skaters
"alvaro ✧ @alvarobarcena_ · Nov 12, 2025",https://x.com/alvarobarcena_/status/1988627672436527374,2025-11-12T15:19:18.000Z,"1- skaters del macba
2- argentinos
3- mientras estoy comiendo",MACBA skaters
